age,job,marital,education,balance,housing,loan,duration,campaign,pdays,previous,target
34,blue-collar,married,2,247,yes,yes,193,5,-1,0,no
49,services,married,2,1114,no,no,283,1,-1,0,no
57,blue-collar,married,1,1592,no,yes,78,4,-1,0,no
57,admin.,married,3,46,no,no,238,2,-1,0,no
34,blue-collar,married,2,1221,yes,no,182,1,90,8,no
61,management,married,2,985,no,no,998,6,-1,0,yes
35,blue-collar,divorced,2,0,yes,no,477,1,-1,0,no
42,management,married,3,520,no,no,158,1,-1,0,no
57,services,married,3,10,no,no,320,3,-1,0,no
42,blue-collar,married,2,2157,yes,no,149,1,364,2,no
53,retired,married,2,6095,yes,yes,410,5,-1,0,no
63,retired,married,3,133,yes,no,104,2,-1,0,no
47,self-employed,married,2,1121,no,no,454,6,-1,0,no
54,services,married,2,88,yes,no,190,1,-1,0,no
45,admin.,married,2,0,no,no,145,10,-1,0,no
28,management,single,3,-328,yes,no,318,2,-1,0,no
58,unemployed,married,2,610,yes,no,246,2,-1,0,no
48,management,single,3,414,no,no,761,2,-1,0,no
35,management,divorced,3,0,yes,no,171,1,-1,0,yes
37,self-employed,married,3,0,no,no,143,1,-1,0,no
37,blue-collar,married,2,685,yes,no,968,1,-1,0,no
37,management,married,1,22856,no,no,154,1,388,1,no
25,services,single,2,-352,no,no,246,1,-1,0,no
58,blue-collar,married,2,602,yes,no,201,1,-1,0,no
52,management,married,2,-588,yes,no,81,4,-1,0,no
19,student,single,2,302,no,no,205,1,-1,0,yes
59,blue-collar,married,2,5314,yes,no,200,3,-1,0,no
41,technician,married,2,64,yes,yes,210,2,-1,0,no
34,technician,single,3,632,no,no,215,10,-1,0,no
35,technician,single,2,5731,yes,no,164,2,167,4,no
41,technician,married,2,902,no,no,35,6,-1,0,no
28,blue-collar,single,2,6307,yes,no,615,1,-1,0,no
53,management,divorced,2,112,no,yes,246,3,-1,0,no
35,services,married,2,0,no,yes,42,1,-1,0,no
33,admin.,single,3,621,no,no,217,1,-1,0,no
37,technician,single,2,435,yes,no,210,1,-1,0,no
32,technician,married,2,782,yes,no,116,4,-1,0,no
32,blue-collar,married,2,478,yes,no,200,1,-1,0,no
44,blue-collar,married,2,1910,yes,no,41,1,-1,0,no
36,technician,divorced,3,1174,yes,no,192,2,-1,0,no
56,admin.,married,2,1270,yes,no,80,2,165,2,no
30,management,single,3,18,no,no,121,11,-1,0,no
36,blue-collar,married,2,141,yes,no,106,3,-1,0,no
43,management,married,3,2886,no,no,230,1,-1,0,no
40,technician,married,2,2715,yes,no,125,2,-1,0,no
32,technician,single,3,1100,yes,yes,67,1,-1,0,no
34,blue-collar,married,2,516,yes,yes,26,1,-1,0,no
37,services,married,2,1,no,no,395,2,-1,0,no
28,admin.,single,2,775,no,no,603,2,-1,0,no
35,unknown,married,1,634,no,no,185,2,-1,0,no
53,blue-collar,single,2,5715,no,no,287,2,-1,0,no
40,entrepreneur,married,2,1532,yes,yes,173,7,-1,0,no
57,retired,married,1,75,no,no,118,2,-1,0,no
29,technician,single,2,103,no,no,314,1,-1,0,no
44,blue-collar,married,1,134,yes,no,378,1,-1,0,no
41,admin.,single,2,748,no,no,94,7,130,3,no
47,technician,married,2,1990,yes,yes,108,4,-1,0,no
43,technician,married,3,192,no,no,203,2,-1,0,no
37,technician,single,2,267,no,no,121,1,-1,0,no
34,technician,single,3,586,yes,no,489,2,-1,0,no
30,blue-collar,single,2,648,yes,yes,287,1,-1,0,no
57,entrepreneur,divorced,2,25,yes,no,652,1,370,4,no
26,admin.,single,2,96,yes,no,612,2,348,3,no
34,management,married,3,1116,yes,no,53,5,-1,0,no
46,technician,divorced,2,-90,no,yes,270,1,-1,0,yes
38,entrepreneur,married,3,170,yes,no,442,1,-1,0,yes
37,technician,single,2,3665,no,no,664,3,-1,0,yes
28,management,single,3,2380,no,no,394,2,-1,0,no
57,blue-collar,married,1,179,no,no,230,3,-1,0,no
39,management,married,3,763,yes,no,877,7,300,2,yes
49,services,married,2,320,no,no,1971,4,-1,0,yes
38,technician,married,2,1960,yes,no,161,2,-1,0,no
27,blue-collar,married,2,818,yes,no,188,5,-1,0,no
30,admin.,married,2,2678,yes,no,23,5,-1,0,no
38,admin.,married,3,1980,no,no,176,2,-1,0,no
36,management,married,3,1582,no,no,26,2,197,1,no
59,housemaid,married,1,235,no,no,119,2,-1,0,no
37,management,married,3,489,yes,no,205,5,-1,0,no
29,self-employed,married,3,3931,yes,no,73,4,-1,0,no
43,blue-collar,married,2,699,yes,yes,1258,2,122,2,yes
33,technician,married,2,58,yes,no,57,2,-1,0,no
54,housemaid,divorced,2,1327,no,no,115,2,-1,0,no
55,services,married,2,557,no,no,58,1,-1,0,no
32,technician,single,3,741,yes,no,238,1,-1,0,no
48,management,married,1,3230,yes,no,207,3,-1,0,no
33,management,single,3,1439,yes,no,178,2,-1,0,no
46,admin.,married,2,120,yes,no,20,11,-1,0,no
44,management,married,3,1058,no,no,188,3,-1,0,yes
47,blue-collar,married,1,881,yes,no,143,1,370,2,no
38,technician,married,2,6728,no,no,232,1,96,4,yes
80,retired,married,2,462,no,no,127,2,-1,0,no
40,self-employed,married,2,167,yes,yes,380,4,295,1,no
43,entrepreneur,married,3,1574,yes,no,167,3,-1,0,no
32,technician,single,3,1625,no,no,796,1,109,1,yes
39,management,married,3,562,no,no,303,2,-1,0,no
33,technician,married,2,9305,yes,no,407,2,-1,0,no
31,technician,single,2,35,no,yes,229,1,-1,0,no
36,management,single,3,0,no,no,108,2,-1,0,no
35,management,single,3,2486,yes,no,265,1,-1,0,no
25,services,single,2,368,no,no,168,1,-1,0,no
33,management,single,2,1558,yes,no,97,1,-1,0,no
23,blue-collar,single,1,8627,yes,no,169,1,346,1,no
31,management,single,3,2590,no,no,103,2,484,2,no
36,management,married,3,0,yes,yes,599,3,-1,0,no
44,technician,single,3,900,yes,no,322,2,-1,0,no
31,management,single,3,385,yes,no,304,1,-1,0,no
55,blue-collar,married,1,1649,yes,no,52,3,-1,0,no
51,housemaid,divorced,2,9228,no,no,655,4,-1,0,yes
36,admin.,married,2,0,yes,yes,101,2,-1,0,no
27,unemployed,single,3,1,no,no,65,2,-1,0,no
40,services,married,2,771,yes,no,173,4,-1,0,no
49,services,married,2,280,yes,no,162,3,-1,0,no
59,retired,married,1,46,no,no,78,2,-1,0,no
32,management,married,3,2431,yes,no,646,5,-1,0,yes
42,retired,single,3,308,no,no,114,2,-1,0,no
35,management,divorced,3,160,yes,no,141,6,-1,0,no
29,blue-collar,single,2,555,yes,no,133,4,-1,0,no
29,technician,single,2,778,yes,no,1994,2,-1,0,no
37,blue-collar,single,2,48,no,no,140,2,-1,0,no
49,admin.,married,1,169,yes,no,82,3,-1,0,no
51,services,divorced,2,12,yes,no,150,1,-1,0,no
61,housemaid,married,1,848,no,no,605,1,187,1,no
43,management,married,2,481,yes,no,164,1,110,2,no
42,services,married,3,12223,yes,no,36,1,-1,0,no
24,blue-collar,married,2,-254,yes,yes,290,2,-1,0,no
46,self-employed,married,3,1148,no,no,104,2,-1,0,no
23,admin.,single,2,5,no,no,413,1,-1,0,no
26,services,single,2,50,yes,no,153,1,-1,0,no
43,blue-collar,divorced,1,92,yes,no,237,2,-1,0,no
35,technician,single,3,470,yes,no,743,13,-1,0,yes
38,technician,married,2,0,no,no,82,4,-1,0,no
56,unemployed,divorced,1,109,no,no,924,4,-1,0,no
31,services,married,2,440,yes,no,117,3,-1,0,no
32,management,single,3,0,no,no,550,4,-1,0,yes
28,services,single,2,2685,no,yes,5,1,-1,0,no
26,admin.,divorced,2,-3,yes,no,181,5,-1,0,no
49,management,married,3,7007,no,no,325,2,-1,0,no
33,admin.,married,2,220,yes,no,345,1,-1,0,no
80,retired,married,1,1548,no,no,331,2,-1,0,no
40,blue-collar,married,2,326,yes,yes,112,1,-1,0,no
42,technician,divorced,2,0,yes,no,115,6,-1,0,no
46,blue-collar,married,2,123,no,no,381,3,-1,0,no
32,management,single,3,697,no,no,119,1,99,3,no
37,services,single,3,223,yes,no,25,1,-1,0,no
32,student,married,2,1694,yes,no,929,1,-1,0,no
53,management,married,3,4446,yes,no,429,1,-1,0,no
39,management,married,3,894,yes,no,491,1,326,1,no
31,technician,divorced,2,202,yes,no,146,1,-1,0,no
34,management,single,3,0,no,no,191,2,-1,0,no
44,technician,married,3,1707,no,no,406,3,-1,0,no
35,technician,married,2,13658,yes,no,220,2,-1,0,no
39,admin.,married,2,406,no,no,253,5,-1,0,no
55,services,married,2,96,no,no,340,2,-1,0,no
34,housemaid,married,2,0,yes,no,154,1,-1,0,yes
39,technician,married,3,-276,no,yes,121,4,-1,0,no
58,retired,married,2,413,no,no,104,5,-1,0,no
37,blue-collar,married,1,655,yes,no,127,2,258,4,no
56,retired,divorced,1,694,no,no,144,1,102,1,yes
32,admin.,single,2,10218,yes,no,149,2,-1,0,no
41,technician,single,3,1646,yes,no,261,1,184,6,yes
29,admin.,single,3,14,no,no,87,1,120,1,no
44,management,married,3,7635,no,no,719,5,-1,0,no
24,blue-collar,married,2,9,yes,no,292,7,-1,0,no
43,management,single,2,1029,yes,no,145,1,-1,0,no
26,admin.,married,3,2855,no,no,52,3,-1,0,no
39,admin.,married,2,260,yes,no,146,1,281,1,no
49,blue-collar,married,2,2039,yes,no,451,1,169,2,yes
52,blue-collar,divorced,1,-97,yes,yes,167,4,-1,0,no
33,blue-collar,married,3,1465,no,no,98,4,-1,0,no
30,blue-collar,married,2,125,yes,no,238,2,-1,0,no
32,technician,single,3,930,no,no,85,7,-1,0,no
27,management,single,3,0,yes,no,323,4,-1,0,no
58,blue-collar,married,1,73,no,no,116,1,-1,0,no
46,retired,married,1,-35,yes,no,304,3,-1,0,no
28,management,single,3,1351,no,no,267,1,-1,0,no
39,services,married,1,1601,yes,no,201,2,-1,0,no
38,services,married,2,435,yes,no,193,2,-1,0,no
50,unemployed,divorced,2,717,yes,no,113,1,-1,0,no
56,services,married,2,705,yes,no,151,2,-1,0,no
34,technician,married,2,1553,no,no,200,2,-1,0,no
33,blue-collar,divorced,2,-131,yes,no,145,1,-1,0,no
61,technician,married,2,1191,no,no,214,4,-1,0,yes
36,admin.,single,2,47,no,yes,36,6,-1,0,no
34,technician,married,3,544,yes,yes,58,2,-1,0,no
36,blue-collar,married,2,688,yes,no,174,2,-1,0,no
45,management,married,3,242,no,no,587,1,-1,0,yes
27,student,single,3,118,no,no,112,1,-1,0,no
45,admin.,married,2,-388,yes,no,175,2,-1,0,no
40,self-employed,married,3,1603,no,no,279,1,-1,0,no
36,management,single,2,1511,yes,no,270,1,-1,0,yes
46,blue-collar,married,1,147,yes,no,116,2,169,3,no
37,entrepreneur,married,3,836,yes,no,129,2,-1,0,no
36,technician,married,2,55,yes,no,38,2,369,4,no
37,admin.,married,2,1123,no,yes,138,1,-1,0,no
22,student,single,3,691,no,no,338,1,-1,0,yes
51,services,married,2,0,no,yes,565,3,-1,0,no
49,technician,married,2,12531,no,no,77,8,-1,0,no
35,management,married,3,552,yes,yes,314,2,124,1,no
50,housemaid,married,1,0,no,no,179,2,-1,0,no
31,services,married,3,309,yes,yes,294,1,-1,0,no
47,services,single,2,33,yes,no,298,1,-1,0,no
59,blue-collar,married,2,681,yes,no,427,2,-1,0,no
32,blue-collar,married,2,1787,yes,no,87,4,357,4,no
71,retired,married,3,14220,yes,no,397,1,-1,0,yes
31,management,single,3,12569,no,no,344,1,295,1,yes
41,blue-collar,married,1,4,no,no,74,5,-1,0,no
35,blue-collar,married,1,3587,yes,no,148,4,-1,0,no
36,management,married,3,254,no,no,161,3,-1,0,no
46,blue-collar,divorced,1,1712,no,no,110,1,-1,0,no
46,blue-collar,married,2,4855,yes,no,1529,1,397,1,no
47,technician,married,3,2408,no,no,236,1,104,1,no
35,management,single,3,252,yes,no,89,2,-1,0,no
37,blue-collar,married,2,346,yes,no,390,1,316,1,no
56,admin.,married,2,45,no,no,1467,1,-1,0,yes
46,admin.,married,2,556,yes,yes,646,3,-1,0,yes
44,management,divorced,3,-710,yes,no,183,1,-1,0,no
48,technician,single,3,-551,yes,no,168,2,-1,0,no
28,blue-collar,single,2,56,yes,no,66,1,-1,0,no
38,entrepreneur,married,3,1514,no,yes,160,3,120,3,no
34,management,single,3,178,yes,no,14,2,-1,0,no
56,technician,married,2,359,yes,no,220,4,-1,0,no
55,retired,divorced,2,1580,no,yes,1007,1,-1,0,yes
44,blue-collar,divorced,2,221,no,no,149,13,-1,0,no
38,technician,married,3,1161,yes,no,665,1,-1,0,no
53,retired,married,2,1278,yes,no,174,3,-1,0,no
41,admin.,single,3,982,no,no,105,1,-1,0,no
34,technician,single,2,16,no,no,990,1,-1,0,yes
34,management,single,3,1,no,no,582,1,-1,0,no
35,services,married,2,128,yes,no,136,1,-1,0,no
38,entrepreneur,single,2,2543,no,no,223,1,414,4,yes
42,entrepreneur,married,3,42045,no,no,205,2,-1,0,no
56,blue-collar,married,1,828,yes,no,214,1,349,1,no
37,management,divorced,3,0,yes,no,217,6,-1,0,no
47,housemaid,married,2,3940,yes,no,171,2,96,5,no
29,blue-collar,married,2,125,yes,no,50,1,-1,0,no
41,management,married,3,140,yes,no,65,3,-1,0,no
43,technician,single,2,593,yes,no,55,1,-1,0,no
38,self-employed,married,2,746,no,no,256,3,-1,0,no
31,technician,married,2,589,yes,yes,151,1,-1,0,no
32,management,single,3,2343,no,no,226,1,-1,0,no
40,management,married,3,294,yes,no,97,5,-1,0,no
45,admin.,married,2,644,no,yes,92,1,-1,0,no
43,management,married,2,-26,yes,no,343,1,-1,0,no
27,services,single,2,3354,yes,no,493,5,-1,0,no
33,management,single,3,23,no,no,216,3,-1,0,no
37,admin.,married,2,7,yes,no,224,7,105,1,no
60,admin.,married,2,3735,no,no,190,1,188,9,yes
44,blue-collar,married,2,508,yes,no,222,1,154,1,no
57,blue-collar,married,1,93,yes,no,137,1,-1,0,no
29,technician,single,3,0,yes,no,104,2,-1,0,no
50,services,married,2,26394,no,no,206,4,-1,0,no
36,services,married,2,-11,yes,no,172,28,-1,0,no
49,technician,married,3,523,yes,no,152,2,-1,0,yes
49,technician,married,2,-74,yes,no,114,1,-1,0,no
35,management,married,3,0,no,no,89,1,-1,0,no
39,technician,single,2,122,yes,no,158,1,-1,0,no
34,blue-collar,married,1,351,no,yes,326,11,-1,0,no
57,self-employed,married,2,35,no,yes,215,3,-1,0,no
37,technician,divorced,2,2610,yes,no,53,1,-1,0,no
25,services,single,2,64,no,no,71,11,-1,0,no
43,blue-collar,married,1,60,no,no,487,2,367,2,no
37,blue-collar,married,2,342,yes,no,340,2,175,1,no
36,blue-collar,single,3,1830,no,no,183,1,91,11,no
49,management,divorced,3,1904,no,yes,131,2,-1,0,no
38,management,single,3,16957,yes,no,208,1,247,2,no
39,management,divorced,3,26,no,no,311,5,-1,0,no
40,management,married,3,0,no,no,147,1,96,8,yes
34,admin.,married,2,79,yes,no,83,1,-1,0,no
39,blue-collar,married,1,2303,yes,no,775,3,-1,0,yes
53,blue-collar,married,2,65,no,no,25,18,-1,0,no
44,management,married,3,332,yes,no,497,5,-1,0,no
32,technician,divorced,2,-399,yes,no,180,1,-1,0,no
50,technician,divorced,2,-54,yes,yes,698,2,292,1,yes
29,services,married,1,-102,no,no,134,1,-1,0,no
55,unemployed,married,3,4809,yes,no,223,2,186,3,no
73,retired,married,1,279,no,no,399,3,-1,0,yes
52,technician,married,2,11,yes,no,420,1,-1,0,no
49,services,married,2,2201,yes,no,233,3,-1,0,no
63,retired,married,1,8044,no,no,702,1,-1,0,no
34,admin.,married,2,2374,yes,no,161,1,209,2,yes
32,admin.,single,2,92,yes,no,110,1,315,2,no
49,housemaid,married,3,443,no,no,27,6,-1,0,no
40,blue-collar,married,1,1397,yes,no,58,2,334,1,no
53,technician,married,3,3177,no,no,92,2,-1,0,no
43,blue-collar,married,1,232,no,yes,45,1,-1,0,no
35,management,single,2,81,yes,no,79,1,-1,0,no
35,services,single,2,414,yes,no,11,5,319,2,no
25,student,single,3,1433,yes,no,520,1,-1,0,no
48,management,married,3,0,no,no,16,16,-1,0,no
40,housemaid,married,2,4610,no,no,154,2,-1,0,no
46,blue-collar,married,1,1429,yes,no,91,1,-1,0,no
30,services,single,2,334,no,no,389,2,-1,0,no
47,services,married,2,2,no,yes,71,15,-1,0,no
23,services,single,2,500,yes,no,111,3,-1,0,no
29,technician,married,3,43,yes,no,68,2,-1,0,no
38,technician,married,2,4030,yes,no,75,2,177,5,no
56,housemaid,married,1,306,no,yes,212,1,-1,0,no
52,admin.,married,2,0,no,no,91,2,275,1,no
55,retired,married,2,168,no,no,79,2,-1,0,no
43,entrepreneur,married,3,210,no,no,646,2,-1,0,no
34,blue-collar,married,2,518,yes,no,206,1,-1,0,no
43,management,single,3,1696,yes,no,257,1,474,3,yes
55,services,married,2,-31,no,yes,81,2,-1,0,no
34,blue-collar,married,2,856,yes,no,470,1,150,5,no
34,management,single,3,318,yes,no,133,2,-1,0,no
43,self-employed,married,3,64,no,no,230,2,-1,0,no
39,blue-collar,married,1,800,yes,no,76,6,-1,0,no
34,technician,single,2,347,yes,no,154,2,197,6,no
55,management,married,3,2366,yes,yes,94,4,-1,0,no
67,retired,married,3,701,no,no,254,2,-1,0,yes
34,entrepreneur,married,3,475,yes,yes,1156,1,-1,0,no
47,blue-collar,married,2,3285,no,no,248,5,-1,0,no
33,blue-collar,married,1,925,no,no,884,3,-1,0,no
45,entrepreneur,married,2,128,no,yes,275,2,-1,0,no
36,blue-collar,married,2,1587,yes,no,200,2,-1,0,no
59,technician,divorced,2,879,yes,no,228,1,-1,0,no
33,services,married,2,478,no,no,475,2,-1,0,yes
52,technician,divorced,2,280,no,no,393,5,-1,0,no
53,blue-collar,married,1,1868,no,no,156,4,-1,0,no
41,unemployed,married,1,819,no,no,244,3,-1,0,no
45,blue-collar,married,2,4646,yes,no,118,1,-1,0,no
60,self-employed,single,2,27,no,no,40,2,-1,0,no
32,blue-collar,married,2,736,yes,no,700,3,-1,0,no
28,management,single,3,224,yes,no,97,3,-1,0,no
31,technician,single,2,2544,no,no,252,1,184,3,yes
53,blue-collar,married,2,427,no,yes,360,4,-1,0,no
58,management,married,3,2764,no,no,235,1,-1,0,no
38,blue-collar,married,2,376,yes,no,1521,1,-1,0,no
46,management,married,3,523,yes,no,105,4,366,2,no
53,entrepreneur,married,3,71,no,yes,86,1,-1,0,no
56,retired,married,2,3948,no,no,484,1,135,3,no
52,services,single,2,1810,no,no,117,1,-1,0,no
38,technician,married,2,994,no,no,119,1,-1,0,no
37,services,married,1,52,yes,no,359,1,-1,0,no
37,blue-collar,married,1,11,no,no,109,8,-1,0,no
37,technician,married,2,0,no,no,236,1,-1,0,no
66,retired,married,1,747,no,no,203,3,93,1,no
44,blue-collar,married,1,2657,yes,no,202,2,-1,0,no
61,retired,married,2,313,no,yes,42,1,-1,0,no
34,admin.,married,2,61,no,yes,21,1,-1,0,no
33,admin.,single,2,2557,yes,no,186,1,-1,0,no
30,services,divorced,2,0,yes,no,172,1,-1,0,no
27,services,divorced,2,10,yes,no,527,1,-1,0,no
37,services,married,2,658,yes,no,175,1,-1,0,no
38,blue-collar,married,1,1679,yes,no,21,18,-1,0,no
35,management,single,3,0,no,yes,370,4,-1,0,no
50,technician,married,2,841,yes,no,54,2,-1,0,no
39,management,married,2,0,yes,no,63,3,-1,0,no
35,management,married,2,1160,yes,no,116,3,-1,0,no
36,admin.,divorced,2,-37,yes,no,151,1,-1,0,no
28,services,single,2,94,yes,no,300,1,-1,0,no
39,self-employed,married,3,585,yes,no,48,1,181,3,no
39,self-employed,married,2,235,no,no,217,1,-1,0,no
30,blue-collar,single,2,2145,yes,no,727,2,-1,0,yes
32,services,married,2,1464,yes,no,193,1,-1,0,no
28,technician,married,2,232,yes,yes,72,1,261,1,no
47,technician,married,1,187,yes,no,165,1,-1,0,no
53,management,married,3,12,no,no,345,10,-1,0,no
57,blue-collar,married,1,318,yes,no,206,2,-1,0,no
47,services,married,2,405,no,yes,994,2,-1,0,yes
56,management,married,3,334,yes,no,127,2,-1,0,no
38,admin.,married,1,0,yes,no,29,32,-1,0,no
52,blue-collar,married,1,2,no,no,70,3,-1,0,no
46,technician,married,2,966,yes,yes,40,2,-1,0,no
57,blue-collar,married,1,195,no,yes,185,4,-1,0,no
57,unemployed,married,2,0,no,no,97,1,-1,0,no
51,housemaid,married,2,260,no,no,316,5,-1,0,no
53,self-employed,married,3,451,yes,no,125,1,249,2,no
37,blue-collar,married,1,3242,yes,no,233,1,-1,0,no
47,self-employed,divorced,2,8515,yes,no,14,7,112,4,no
48,management,married,3,1808,yes,no,245,1,-1,0,yes
39,blue-collar,married,1,20,yes,no,109,1,-1,0,no
42,blue-collar,married,2,3068,yes,yes,429,2,-1,0,no
36,management,married,3,23,no,no,133,11,-1,0,no
34,technician,single,2,1076,no,no,70,2,-1,0,no
61,retired,married,1,1060,yes,no,118,1,-1,0,no
32,admin.,single,2,678,yes,no,1579,1,246,4,yes
35,blue-collar,single,1,1147,yes,yes,29,1,-1,0,no
54,blue-collar,married,2,-630,no,no,173,1,-1,0,no
31,management,married,3,459,no,no,13,14,-1,0,no
45,technician,divorced,2,976,yes,no,183,1,338,2,no
32,housemaid,married,3,357,yes,no,175,2,-1,0,no
52,unemployed,married,2,-9,no,no,123,1,-1,0,no
36,admin.,single,2,1927,yes,no,288,1,137,1,no
31,services,married,2,500,yes,no,19,18,-1,0,no
53,technician,married,2,9146,no,no,136,4,-1,0,no
43,entrepreneur,married,2,59,no,no,437,2,-1,0,no
47,housemaid,married,1,0,no,no,1225,2,-1,0,no
46,blue-collar,married,1,328,yes,no,526,8,-1,0,no
34,management,divorced,2,291,no,no,91,2,-1,0,no
55,technician,single,3,-703,yes,no,123,3,-1,0,no
23,admin.,single,2,589,yes,no,62,1,-1,0,no
75,blue-collar,married,2,6053,no,no,865,2,190,1,no
58,admin.,married,2,1142,no,no,82,3,-1,0,no
35,admin.,married,2,725,yes,no,219,7,133,1,no
27,management,married,3,802,no,no,569,1,-1,0,yes
24,technician,married,2,556,yes,no,460,2,-1,0,yes
48,admin.,married,2,191,yes,no,238,3,-1,0,no
31,technician,single,2,373,no,no,346,5,-1,0,no
57,technician,married,2,6164,no,no,161,2,-1,0,no
53,management,married,3,37,no,no,51,9,-1,0,no
42,blue-collar,married,1,1156,yes,no,37,1,-1,0,no
50,entrepreneur,married,2,806,yes,yes,141,8,297,2,no
59,admin.,married,2,2381,no,no,173,2,-1,0,no
38,services,married,2,-314,yes,no,66,2,-1,0,no
39,blue-collar,married,2,285,yes,yes,209,1,-1,0,no
28,blue-collar,single,1,1199,yes,no,1011,20,-1,0,no
55,management,divorced,3,481,yes,no,147,2,298,3,no
33,technician,single,3,137,no,no,88,4,-1,0,no
36,blue-collar,single,2,168,yes,no,52,1,-1,0,no
38,admin.,divorced,2,156,yes,no,544,3,-1,0,no
28,admin.,single,2,4745,no,no,360,1,181,5,yes
32,management,single,3,11797,yes,no,95,2,-1,0,no
35,admin.,married,2,786,no,yes,322,1,-1,0,no
58,technician,married,1,4015,no,no,106,3,-1,0,no
30,services,married,2,0,yes,no,20,1,-1,0,no
33,blue-collar,married,2,331,yes,no,178,7,365,5,no
36,blue-collar,married,2,1554,yes,no,325,4,-1,0,no
32,services,married,2,132,yes,yes,343,2,-1,0,no
34,management,single,3,5086,no,no,213,4,-1,0,yes
42,admin.,married,2,529,yes,yes,193,3,-1,0,no
41,management,married,3,4824,no,yes,168,7,-1,0,no
63,retired,married,2,474,no,no,423,1,-1,0,yes
38,admin.,divorced,3,86,yes,no,218,1,-1,0,no
54,blue-collar,married,1,2281,yes,no,158,1,-1,0,no
39,services,married,2,186,yes,no,433,1,-1,0,no
46,blue-collar,married,2,137,no,no,252,3,-1,0,no
37,technician,married,3,6968,no,no,175,1,-1,0,no
76,retired,divorced,1,86,no,no,192,1,-1,0,no
33,services,married,1,6904,no,no,114,2,-1,0,no
46,self-employed,married,3,137,yes,yes,246,1,-1,0,no
30,student,single,2,25,no,no,44,1,-1,0,no
60,management,married,3,759,no,no,136,2,-1,0,no
56,housemaid,married,3,1922,yes,no,247,2,-1,0,no
58,retired,married,2,764,no,no,219,4,-1,0,no
